OrgID,EnrollDate,ChurnDate,OrgSize,Industry,IndustryGroup,Enrollment Plan,PromoType,Acquisition Channel,F28 Active Rate,Avg Lifetime Active,F28 Cc Flag,eLTV/CAC,Churned,Enrollment Duration,User_id
354775,2021-10-21,2021-11-20,0-1,Appliances,Appliances,Starter,One Month,Sales,0.179,0.019,0,1.0,1,30.0,35477520211021
354780,2021-02-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.607,0.847,1,3.6,0,659.0,35478020210218
354782,2021-02-25,,2-6,Handyman,Handyman,Small,No Promo,Marketing - Unpaid,0.679,0.496,1,1.8,0,652.0,35478220210225
354785,2021-02-18,2021-09-22,7-10,Gutters,Other,Large,2+ month,Sales,0.0,0.003,0,8.8,1,216.0,35478520210218
354791,2021-02-18,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.679,0.672,0,3.9,0,659.0,35479120210218
354796,2021-08-09,2021-10-14,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.0,0.006,0,2.1,1,66.0,35479620210809
354798,2021-02-18,2021-07-17,11+,Marine Services,Other,Small,One Month,Sales,0.0,0.003,0,2.5,1,149.0,35479820210218
354800,2021-02-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.071,0.45299999999999996,0,2.7,0,659.0,35480020210218
354804,2021-03-01,,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,2+ month,BD,0.214,0.701,0,17.8,0,648.0,35480420210301
354810,2021-02-18,2021-06-21,0-1,Painting,Other,Small,One Month,Marketing - Paid,0.107,0.016,0,1.2,1,123.0,35481020210218
354816,2021-02-18,,2-6,Plumbing,Plumbing,Small,One Month,Sales,0.643,0.91,1,2.4,0,659.0,35481620210218
354817,2021-02-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.071,0.013000000000000001,0,4.4,0,659.0,35481720210218
354818,2021-02-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.006,0,3.7,0,659.0,35481820210218
354819,2021-02-18,2021-04-20,0-1,Air Duct Cleaning,Other,Small,One Month,Marketing - Paid,0.036000000000000004,0.006,0,2.9,1,61.0,35481920210218
354821,2021-02-18,2021-03-11,2-6,Garage,Garage,Small,One Month,Sales,0.0,0.0,0,2.5,1,21.0,35482120210218
354824,2021-02-18,2021-05-17,0-1,Home Cleaning,Home Cleaning,Small,One Month,Marketing - Paid,0.179,0.033,1,1.4,1,88.0,35482420210218
354826,2021-02-18,,7-10,Plumbing,Plumbing,Large,2+ month,Marketing - Paid,0.14300000000000002,0.552,0,14.4,0,659.0,35482620210218
354829,2021-02-18,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.036000000000000004,0.062,0,3.7,0,659.0,35482920210218
354830,2021-02-18,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.0,0.003,0,2.7,0,659.0,35483020210218
354831,2021-02-18,,2-6,Plumbing,Plumbing,Large,2+ month,BD,0.46399999999999997,0.831,1,11.1,0,659.0,35483120210218
354832,2021-02-18,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.75,0.262,0,4.9,0,659.0,35483220210218
354833,2021-02-18,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,BD,0.107,0.413,0,2.8,0,659.0,35483320210218
354838,2021-06-08,2021-06-21,7-10,Air Duct Cleaning,Other,Large,2+ month,Marketing - Unpaid,0.0,0.005,0,,1,13.0,35483820210608
354838,2021-06-24,,0-1,Air Duct Cleaning,Other,Large,No Promo,,0.0,0.005,0,11.0,0,533.0,35483820210624
354839,2021-02-18,2021-04-01,0-1,Automotive,Other,Small,One Month,Sales,0.321,0.033,1,0.5,1,42.0,35483920210218
354842,2021-02-19,,2-6,Electrical,Electrical,Small,One Month,Marketing - Unpaid,0.857,0.662,1,2.1,0,658.0,35484220210219
354843,2021-02-18,2021-05-17,2-6,Tree Services,Other,Small,One Month,Sales,0.0,0.003,0,1.1,1,88.0,35484320210218
354851,2021-02-26,2021-04-23,0-1,Home Cleaning,Home Cleaning,Small,One Month,Marketing - Unpaid,0.39299999999999996,0.049,0,1.4,1,56.0,35485120210226
354857,2021-02-18,,2-6,Plumbing,Plumbing,Large,2+ month,Marketing - Unpaid,0.39299999999999996,0.46,1,11.6,0,659.0,35485720210218
354858,2021-02-19,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.35700000000000004,0.615,0,5.0,0,658.0,35485820210219
354860,2021-07-01,2021-07-30,0-1,Window & Exterior Cleaning,Window & Exterior,Starter,One Month,Sales,0.071,0.013000000000000001,0,0.8,1,29.0,35486020210701
354862,2021-02-18,2021-04-16,2-6,Carpet Cleaning,Carpet Cleaning,Small,One Month,Marketing - Unpaid,0.321,0.225,0,0.9,1,57.0,35486220210218
354862,2021-10-10,,0-1,Carpet Cleaning,Carpet Cleaning,Small,No Promo,,0.75,0.225,1,2.5,0,425.0,35486220211010
354863,2021-06-09,2021-11-09,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,One Month,Sales,0.036000000000000004,0.046,0,0.9,1,153.0,35486320210609
354866,2021-02-22,,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Unpaid,0.929,0.986,0,13.3,0,655.0,35486620210222
354867,2021-02-18,2021-04-16,2-6,Flooring,Other,Small,One Month,Sales,0.35700000000000004,0.043,0,1.6,1,57.0,35486720210218
354868,2021-02-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.46399999999999997,0.682,0,3.5,0,658.0,35486820210219
354872,2021-02-18,,0-1,Handyman,Handyman,Small,One Month,Marketing - Paid,0.75,0.8440000000000001,1,1.3,0,659.0,35487220210218
354874,2021-02-18,,2-6,Painting,Other,Small,One Month,Sales,0.107,0.019,0,1.3,0,659.0,35487420210218
354876,2021-02-18,,0-1,Automotive,Other,Small,One Month,Marketing - Paid,0.5,0.639,1,2.5,0,659.0,35487620210218
354882,2021-02-18,2021-05-26,0-1,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Sales,0.036000000000000004,0.006,0,0.7,1,97.0,35488220210218
354883,2021-02-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.46399999999999997,0.046,1,5.0,0,659.0,35488320210218
354886,2021-03-02,2021-05-02,2-6,Window & Exterior Cleaning,Window & Exterior,Large,No Promo,Marketing - Paid,0.14300000000000002,0.016,0,7.5,1,61.0,35488620210302
354888,2021-02-18,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.179,0.076,0,3.1,0,659.0,35488820210218
354897,2021-02-18,,2-6,Electrical,Electrical,Small,One Month,Sales,0.28600000000000003,0.036000000000000004,0,2.4,0,659.0,35489720210218
354899,2021-02-22,2021-09-24,2-6,Automotive,Other,Small,No Promo,Marketing - Paid,0.0,0.003,0,2.4,1,214.0,35489920210222
354902,2021-02-27,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,No Promo,Sales,0.5710000000000001,0.21100000000000002,0,2.6,0,650.0,35490220210227
354906,2021-02-18,2021-05-24,0-1,General Contractor,General Contractor,Small,One Month,Marketing - Paid,0.0,0.003,0,0.8,1,95.0,35490620210218
354907,2021-02-18,2021-05-17,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,2+ month,BD,0.5,0.35,0,4.3,1,88.0,35490720210218
354910,2021-02-18,,2-6,Landscaping & Lawn,Landscaping & Lawn,Small,No Promo,Marketing - Unpaid,0.643,0.794,1,2.7,0,659.0,35491020210218
354912,2021-02-18,,2-6,Garage,Garage,Small,One Month,Sales,0.0,0.003,0,1.9,0,659.0,35491220210218
354918,2021-02-18,,0-1,Garage,Garage,Small,No Promo,Sales,0.821,0.794,0,4.0,0,659.0,35491820210218
354920,2021-03-01,,0-1,Pool & Spa,Other,Small,One Month,Marketing - Paid,0.0,0.013000000000000001,0,2.7,0,648.0,35492020210301
354921,2021-02-19,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.679,0.635,1,1.6,0,658.0,35492120210219
354922,2021-02-18,2021-04-16,0-1,Install & Assemble,Other,Large,One Month,Marketing - Paid,0.036000000000000004,0.013000000000000001,0,9.3,1,57.0,35492220210218
354927,2021-03-03,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.9640000000000001,0.804,1,3.5,0,646.0,35492720210303
354929,2021-03-03,,0-1,Garage,Garage,Starter,No Promo,Marketing - Unpaid,0.5710000000000001,0.529,1,1.1,0,646.0,35492920210303
354930,2021-02-18,2021-05-18,11+,Janitorial,Other,Extra large,One Month,Sales,0.14300000000000002,0.033,1,6.2,1,89.0,35493020210218
354935,2021-02-18,,0-1,General Contractor,General Contractor,Small,One Month,Marketing - Unpaid,0.25,0.036000000000000004,0,2.4,0,659.0,35493520210218
354936,2021-03-24,,7-10,Glass,Other,Large,2+ month,Sales,0.179,0.748,0,8.6,0,625.0,35493620210324
354940,2021-02-19,,0-1,Air Duct Cleaning,Other,Small,One Month,Marketing - Unpaid,0.893,0.88,1,3.5,0,658.0,35494020210219
354945,2021-02-20,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.28600000000000003,0.8140000000000001,1,0.9,0,657.0,35494520210220
354949,2021-03-02,2021-05-04,2-6,Audio & TV,Other,Starter,One Month,Marketing - Unpaid,0.929,0.145,0,0.4,1,63.0,35494920210302
354958,2021-02-23,,0-1,Automotive,Other,Small,One Month,Marketing - Unpaid,0.429,0.268,0,0.7,0,654.0,35495820210223
354961,2021-03-04,2021-11-03,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.071,0.08199999999999999,0,3.1,1,244.0,35496120210304
354966,2021-02-22,,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Unpaid,0.35700000000000004,0.41,0,0.9,0,655.0,35496620210222
354970,2021-03-01,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.857,0.877,1,3.8,0,648.0,35497020210301
354974,2021-02-19,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.071,0.355,0,4.0,0,658.0,35497420210219
354989,2021-03-01,,2-6,Window & Exterior Cleaning,Window & Exterior,Small,No Promo,BD,0.179,0.568,0,2.7,0,648.0,35498920210301
354999,2021-02-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.679,0.37200000000000005,1,1.2,0,658.0,35499920210219
355002,2021-02-19,,2-6,Pool & Spa,Other,Small,One Month,Sales,0.5710000000000001,0.71,0,2.1,0,658.0,35500220210219
355005,2021-02-19,2021-07-18,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.071,0.013000000000000001,0,2.9,1,149.0,35500520210219
355015,2021-02-19,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.7140000000000001,0.614,1,3.9,0,658.0,35501520210219
355017,2021-02-19,,0-1,Electrical,Electrical,Starter,No Promo,Sales,0.071,0.059000000000000004,0,0.9,0,658.0,35501720210219
355018,2021-02-19,2021-07-21,0-1,Window & Exterior Cleaning,Window & Exterior,Small,No Promo,Sales,0.7140000000000001,0.132,1,1.6,1,152.0,35501820210219
355018,2021-10-22,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.0,0.132,0,1.9,0,413.0,35501820211022
355019,2021-02-19,,2-6,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.35700000000000004,0.152,0,1.0,0,658.0,35501920210219
355022,2021-02-19,,0-1,Glass,Other,Large,2+ month,,0.179,0.664,0,10.4,0,658.0,35502220210219
355025,2021-02-19,2021-03-18,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.036000000000000004,0.006,0,3.9,1,27.0,35502520210219
355026,2021-02-19,2021-04-16,0-1,Handyman,Handyman,Small,One Month,Sales,0.214,0.028999999999999998,0,0.8,1,56.0,35502620210219
355029,2021-02-23,2021-04-22,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Sales,0.071,0.013000000000000001,0,7.6,1,58.0,35502920210223
355035,2021-02-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,No Promo,BD,0.429,0.7240000000000001,0,9.1,0,658.0,35503520210219
355036,2021-02-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.321,0.7140000000000001,0,4.6,0,658.0,35503620210219
355043,2021-02-19,,0-1,Carpet Cleaning,Carpet Cleaning,Starter,No Promo,Marketing - Paid,0.14300000000000002,0.016,0,1.0,0,658.0,35504320210219
355044,2021-02-22,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,2+ month,Marketing - Paid,0.071,0.059000000000000004,0,16.6,0,655.0,35504420210222
355045,2021-02-23,2021-04-22,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.036000000000000004,0.006,0,3.5,1,58.0,35504520210223
355047,2021-02-19,2021-03-23,2-6,Appliances,Appliances,Small,One Month,Sales,0.46399999999999997,0.046,0,2.3,1,32.0,35504720210219
355049,2021-02-19,2021-04-16,0-1,Appliances,Appliances,Small,One Month,Sales,0.214,0.039,0,2.6,1,56.0,35504920210219
355053,2021-02-19,2021-07-16,0-1,Electrical,Electrical,Small,One Month,,0.5,0.069,0,1.7,1,147.0,35505320210219
355060,2021-02-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Unpaid,0.14300000000000002,0.046,0,1.2,0,658.0,35506020210219
355061,2021-02-23,2021-10-22,0-1,Air Duct Cleaning,Other,Small,One Month,Marketing - Paid,0.679,0.086,0,5.8,1,241.0,35506120210223
355063,2021-03-11,2021-05-10,0-1,Handyman,Handyman,Small,One Month,Marketing - Paid,0.036000000000000004,0.006,0,0.5,1,60.0,35506320210311
355064,2021-02-19,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.821,0.774,0,3.9,0,658.0,35506420210219
355066,2021-03-01,,2-6,Window & Exterior Cleaning,Window & Exterior,Large,One Month,Sales,0.857,0.88,1,7.5,0,648.0,35506620210301
355067,2021-02-19,2021-03-18,0-1,Home Cleaning,Home Cleaning,Small,One Month,Marketing - Paid,0.0,0.003,0,0.7,1,27.0,35506720210219
355069,2021-02-19,2021-03-18,0-1,Appliances,Appliances,Small,One Month,Sales,0.0,0.003,0,1.9,1,27.0,35506920210219
355071,2021-02-19,,2-6,Electrical,Electrical,Extra large,2+ month,Innovation,0.179,0.073,0,16.0,0,658.0,35507120210219
355073,2021-02-19,,7-10,Plumbing,Plumbing,Large,No Promo,Marketing - Paid,0.214,0.076,0,15.1,0,658.0,35507320210219
355082,2021-03-22,,2-6,Home Cleaning,Home Cleaning,Starter,No Promo,Marketing - Unpaid,0.0,0.055999999999999994,0,0.9,0,627.0,35508220210322
355084,2021-02-19,2021-08-26,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Sales,0.071,0.009000000000000001,0,2.8,1,188.0,35508420210219
355087,2021-07-01,,0-1,Plumbing,Plumbing,Starter,One Month,Sales,0.39299999999999996,0.242,0,1.0,0,526.0,35508720210701
355093,2021-02-23,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.0,0.205,0,4.6,0,654.0,35509320210223
355096,2021-02-19,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.0,0.003,0,2.0,0,658.0,35509620210219
355102,2021-04-01,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Unpaid,0.536,0.634,1,1.6,0,617.0,35510220210401
355110,2021-02-19,2021-03-05,0-1,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.0,0.003,0,1.2,1,14.0,35511020210219
355113,2021-02-19,2021-06-21,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Paid,0.107,0.055999999999999994,0,1.9,1,122.0,35511320210219
355116,2021-02-19,2021-04-20,2-6,Tree Services,Other,Starter,No Promo,Sales,0.107,0.013000000000000001,0,0.9,1,60.0,35511620210219
355117,2021-02-19,2021-04-19,2-6,Tree Services,Other,Small,One Month,Sales,0.036000000000000004,0.006,0,1.8,1,59.0,35511720210219
355121,2021-09-25,,7-10,Tree Services,Other,Small,One Month,Sales,0.036000000000000004,0.003,0,1.9,0,440.0,35512120210925
355123,2021-02-19,,0-1,Garage,Garage,Small,One Month,Sales,0.179,0.023,1,2.7,0,658.0,35512320210219
355133,2021-03-26,,0-1,Handyman,Handyman,Small,One Month,Marketing - Unpaid,0.9640000000000001,0.747,1,0.7,0,623.0,35513320210326
355135,2021-03-08,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Paid,0.679,0.823,1,13.5,0,641.0,35513520210308
355145,2021-02-26,,0-1,Health & Beauty,Other,Starter,No Promo,Marketing - Paid,0.35700000000000004,0.096,0,1.1,0,651.0,35514520210226
355160,2021-02-21,,2-6,Electrical,Electrical,Small,No Promo,Marketing - Paid,0.036000000000000004,0.01,0,2.8,0,656.0,35516020210221
355162,2021-03-24,,7-10,Plumbing,Plumbing,Large,2+ month,Sales,0.28600000000000003,0.703,0,7.8,0,625.0,35516220210324
355164,2021-02-20,2021-03-02,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Sales,0.107,0.013000000000000001,0,1.6,1,10.0,35516420210220
355166,2021-02-25,,0-1,Plumbing,Plumbing,Large,One Month,Marketing - Unpaid,0.107,0.24,0,11.7,0,652.0,35516620210225
355169,2021-02-22,,0-1,Pest Control,Other,Small,No Promo,Marketing - Paid,0.28600000000000003,0.423,0,3.7,0,655.0,35516920210222
355175,2021-02-20,2021-03-30,2-6,Home Cleaning,Home Cleaning,Small,One Month,Marketing - Paid,0.179,0.02,0,1.3,1,38.0,35517520210220
355177,2021-02-20,2021-03-19,0-1,Restoration,Other,Small,One Month,,0.036000000000000004,0.006,0,1.6,1,27.0,35517720210220
355181,2021-02-20,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.071,0.033,0,2.9,0,657.0,35518120210220
355182,2021-02-20,2021-05-19,2-6,Appliances,Appliances,Small,One Month,Sales,0.28600000000000003,0.066,0,2.1,1,88.0,35518220210220
355184,2021-02-22,,0-1,Plumbing,Plumbing,Starter,One Month,Marketing - Paid,0.536,0.636,1,1.4,0,655.0,35518420210222
355187,2021-02-20,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,Marketing - Paid,0.28600000000000003,0.496,0,11.2,0,657.0,35518720210220
355190,2021-02-23,,2-6,Plumbing,Plumbing,Small,One Month,Sales,0.821,0.87,1,2.3,0,654.0,35519020210223
355192,2021-09-07,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Sales,0.75,0.263,1,2.9,0,458.0,35519220210907
355194,2021-08-24,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Unpaid,0.28600000000000003,0.046,1,1.1,0,472.0,35519420210824
355201,2021-03-15,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Starter,No Promo,Marketing - Paid,0.679,0.83,0,1.5,0,634.0,35520120210315
355204,2021-02-20,2021-09-20,0-1,Window & Exterior Cleaning,Window & Exterior,Starter,No Promo,Marketing - Unpaid,0.036000000000000004,0.006,0,1.0,1,212.0,35520420210220
355212,2021-02-22,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.214,0.753,0,5.0,0,655.0,35521220210222
355217,2021-02-24,2021-04-01,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Paid,0.071,0.016,0,2.2,1,36.0,35521720210224
355219,2021-02-26,2021-03-25,2-6,General Contractor,General Contractor,Small,One Month,Marketing - Unpaid,0.036000000000000004,0.013000000000000001,0,1.6,1,27.0,35521920210226
355227,2021-03-02,,2-6,Appliances,Appliances,Small,No Promo,Marketing - Paid,0.9640000000000001,0.304,1,3.0,0,647.0,35522720210302
355232,2021-06-09,,2-6,Handyman,Handyman,Small,No Promo,Marketing - Unpaid,0.7859999999999999,0.27399999999999997,1,1.9,0,548.0,35523220210609
355235,2021-02-22,,2-6,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Marketing - Paid,0.14300000000000002,0.802,1,1.9,0,655.0,35523520210222
355236,2021-02-22,,2-6,Plumbing,Plumbing,Small,No Promo,Marketing - Paid,0.9640000000000001,0.8490000000000001,0,4.3,0,655.0,35523620210222
355241,2021-03-18,2021-04-16,0-1,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.107,0.013000000000000001,0,1.1,1,29.0,35524120210318
355245,2021-02-22,2021-03-24,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Marketing - Paid,0.107,0.013000000000000001,1,2.1,1,30.0,35524520210222
355252,2021-02-23,2021-03-24,2-6,Home Cleaning,Home Cleaning,Small,One Month,Marketing - Paid,0.214,0.023,0,1.4,1,29.0,35525220210223
355254,2021-03-19,2021-09-21,0-1,Carpet Cleaning,Carpet Cleaning,Small,One Month,Marketing - Paid,0.321,0.076,1,1.8,1,186.0,35525420210319
355266,2021-02-22,2021-04-21,0-1,Tree Service,Other,Small,One Month,Marketing - Paid,0.071,0.013000000000000001,0,0.6,1,58.0,35526620210222
355271,2021-04-01,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Marketing - Unpaid,0.14300000000000002,0.555,0,2.8,0,617.0,35527120210401
355272,2021-04-23,,0-1,Smart Home,Other,Large,No Promo,BD,0.036000000000000004,0.03,0,7.5,0,595.0,35527220210423
355275,2021-06-01,,0-1,Window & Exterior Cleaning,Window & Exterior,Starter,No Promo,Marketing - Paid,0.214,0.498,1,0.9,0,556.0,35527520210601
355283,2021-04-05,2021-09-04,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.179,0.026000000000000002,0,2.2,1,152.0,35528320210405
355286,2021-03-04,2021-07-03,0-1,Landscaping & Lawn,Landscaping & Lawn,Starter,One Month,Innovation,0.429,0.23399999999999999,0,0.6,1,121.0,35528620210304
355287,2021-02-25,,0-1,Painting,Other,Starter,No Promo,Product,0.607,0.187,0,0.8,0,652.0,35528720210225
355289,2021-03-05,2021-04-12,0-1,Automotive,Other,Small,One Month,Marketing - Paid,0.036000000000000004,0.01,0,0.5,1,38.0,35528920210305
355296,2021-02-22,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.607,0.872,1,3.5,0,655.0,35529620210222
355300,2021-02-22,,0-1,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Unpaid,0.0,0.026000000000000002,0,4.7,0,655.0,35530020210222
355301,2021-05-28,,2-6,Water Treatment,Other,Small,One Month,Sales,0.036000000000000004,0.006,0,,0,560.0,35530120210528
355302,2021-02-22,,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.893,0.899,1,2.3,0,655.0,35530220210222
355309,2021-02-22,2021-03-19,0-1,General Contractor,General Contractor,Small,One Month,Marketing - Paid,0.0,0.003,0,1.1,1,25.0,35530920210222
355310,2021-02-22,,0-1,Window & Exterior Cleaning,Window & Exterior,Small,One Month,Marketing - Paid,0.75,0.848,0,3.0,0,655.0,35531020210222
355312,2021-03-08,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,No Promo,Marketing - Unpaid,0.46399999999999997,0.889,1,4.7,0,641.0,35531220210308
355313,2021-02-22,,2-6,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.643,0.614,0,3.3,0,655.0,35531320210222
355318,2021-05-13,,0-1,Junk Removal,Other,Starter,No Promo,Marketing - Paid,0.0,0.01,0,1.2,0,575.0,35531820210513
355319,2021-03-05,,2-6,Home Cleaning,Home Cleaning,Starter,No Promo,Marketing - Unpaid,0.607,0.359,0,0.8,0,644.0,35531920210305
355321,2021-02-22,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Unpaid,0.821,0.855,1,3.4,0,655.0,35532120210222
355325,2021-03-04,2021-06-07,0-1,Audio & TV,Other,Small,No Promo,Marketing - Unpaid,0.107,0.016,0,1.7,1,95.0,35532520210304
355330,2021-02-22,2021-05-27,0-1,Appliances,Appliances,Starter,No Promo,Sales,0.071,0.01,0,0.7,1,94.0,35533020210222
355335,2021-02-22,,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Extra large,2+ month,BD,0.0,0.036000000000000004,0,17.4,0,655.0,35533520210222
355337,2021-02-22,2021-04-27,0-1,Landscaping & Lawn,Landscaping & Lawn,Small,One Month,Marketing - Paid,0.036000000000000004,0.006,0,2.2,1,64.0,35533720210222
355338,2021-02-23,,7-10,Heating & Air Conditioning,Heating & Air Conditioning,Large,2+ month,BD,0.14300000000000002,0.033,0,8.7,0,654.0,35533820210223
355344,2021-02-22,,0-1,Garage,Garage,Large,2+ month,Sales,0.9640000000000001,0.691,1,9.8,0,655.0,35534420210222
355353,2021-02-22,2021-03-09,0-1,Janitorial,Other,Small,One Month,Sales,0.036000000000000004,0.006,0,1.0,1,15.0,35535320210222
355355,2021-02-22,2021-03-19,0-1,Automotive,Other,Small,One Month,Marketing - Unpaid,0.036000000000000004,0.006,0,2.1,1,25.0,35535520210222
355358,2021-02-22,2021-03-24,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.107,0.013000000000000001,0,2.9,1,30.0,35535820210222
355360,2021-02-22,,0-1,Automotive,Other,Starter,One Month,Marketing - Paid,0.643,0.708,0,0.3,0,655.0,35536020210222
355361,2021-03-21,,0-1,Window & Exterior Cleaning,Window & Exterior,Starter,No Promo,Marketing - Unpaid,0.46399999999999997,0.268,0,0.8,0,628.0,35536120210321
355367,2021-02-22,2021-05-21,2-6,General Contractor,General Contractor,Small,One Month,Sales,0.0,0.003,0,1.1,1,88.0,35536720210222
355369,2021-03-08,,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.28600000000000003,0.738,0,4.2,0,641.0,35536920210308
355370,2021-02-24,2021-05-24,0-1,Plumbing,Plumbing,Small,One Month,Marketing - Paid,0.25,0.036000000000000004,0,3.2,1,89.0,35537020210224
355374,2021-02-25,2021-04-23,0-1,Electrical,Electrical,Small,One Month,Marketing - Paid,0.036000000000000004,0.006,0,1.2,1,57.0,35537420210225
355376,2021-02-22,2021-07-19,11+,General Contractor,General Contractor,Small,One Month,Sales,0.0,0.003,0,1.1,1,147.0,35537620210222
355377,2021-02-22,,2-6,Plumbing,Plumbing,Small,One Month,Sales,0.821,0.919,1,2.0,0,655.0,35537720210222
355379,2021-02-22,2021-03-23,0-1,Electrical,Electrical,Large,One Month,Marketing - Unpaid,0.179,0.02,0,11.3,1,29.0,35537920210222
355381,2021-02-22,2021-03-23,0-1,Plumbing,Plumbing,Small,One Month,Sales,0.0,0.003,0,3.1,1,29.0,35538120210222
355382,2021-04-28,2021-05-27,2-6,Home Cleaning,Home Cleaning,Small,One Month,Sales,0.0,0.006,0,1.2,1,29.0,35538220210428
355384,2021-02-22,,2-6,Heating & Air Conditioning,Heating & Air Conditioning,Small,One Month,Marketing - Paid,0.0,0.748,0,4.6,0,655.0,35538420210222
355385,2021-02-23,2021-03-24,2-6,Window & Exterior Cleaning,Window & Exterior,Starter,No Promo,Marketing - Paid,0.35700000000000004,0.043,0,1.2,1,29.0,35538520210223
